"haiku_text","poet_name","","latitude","longitude","location_type","location_name","poetry_type","keywords","season"
"伊勢の海人の朝な夕なにかづくといふ鮑の貝の片思ひにして","","","","","歌枕","伊勢","短歌","",""
"から衣きつつなれにしつましあればはるばる来ぬる旅をしぞ思ふ","在原業平","","","","ゆかりの地","三河の国八橋（現在の愛知県知立市八橋）","短歌","",""
"なき渡る雲井の雁よしるべせよはまなのはしの霧のまよひに","","","","","歌枕","はまなのはし","短歌","",""
"足柄の箱根飛び越え行く鶴のともしき見れば倭し思ほゆ","","","","","歌枕","足柄","短歌","",""
"鳥総立て足柄山に船木切り樹に伐り行きつあたら船木を","","","","","歌枕","足柄","短歌","",""
"吉野山梢の花を見し日より心は身にも添はずなりにき","西行","","","","歌枕","吉野山","短歌","",""
"をふの浦に片枝さし覆ひなる梨のなりもならずも寝て語らはむ","","","","","句碑","","短歌","",""
"道のべに清水流るゝ柳かげしばしとてこそ立ちどまりつれ","","","","","句碑","","短歌","",""
"下野やしめじが原のさしもぐさおのが思ひに身をや焼くらむ","","","","","歌枕","標茅ヶ原","短歌","",""
"しもつけやしめぢが原に春暮れて葉広さわらび人も訪ひ来ず","正岡子規","","","","歌枕","標茅ヶ原","短歌","",""
"下野やしはぶきの森の白露のかかるおりにや色変わるらむ","","","","","歌枕","","短歌","",""
"夏ばかり賀茂の河原に過してんふるさと人は心置くとも","曾禰好忠","","","","歌枕","鴨川","短歌","",""
"みそぎする賀茂の川風吹くらしも涼みにゆかむ妹をともなひ","曾禰好忠","","","","歌枕","鴨川","短歌","",""
"そのかみに祈りし末は忘れじをあはれはかけよ加茂のかは波","藤原俊成","","","","歌枕","鴨川","短歌","",""
"物おもへば沢の蛍も我が身よりあくがれいづる魂かとぞみる","和泉式部","","","","句碑","貴船神社 結社 (中宮)","短歌","",""
"おく山にたぎりて落つる滝つ瀬の玉ちるばかり物なおもいそ","","","","","歌枕","貴船神社","短歌","",""
"千早振る神の見るめもはづかしや身を思ふとて身をやすつべき","和泉式部","","","","","","短歌","",""
"木船川山もと影の夕暮れに玉散る波は蛍なりけり","和泉式部","","","","","","短歌","",""
"いく夜われ波にしをれて貴船川袖に玉散るもの思ふらむ	","藤原良経","","","","","","短歌","",""
"貴船川玉ちる瀬々の岩波に氷を砕く秋の夜の月","藤原俊成","","","","","","短歌","",""
"貴船川岩うつ波にとぶ蛍誰があくがるる魂にかあるらむ	","読み人しらず","","","","","","短歌","",""
"何となく君にまたるるここちしていでし花野の夕月夜かな","与謝野晶子","","","","ゆかりの地","たけくらべ石","短歌","",""
"遮那王が背くらべ石を山に見てわが心なお朝日を待つかな	","与謝野寛","","","","","たけくらべ石","短歌","",""
"下に這う鞍馬の山の木の根見よ耐えたるものはかくのごときぞ","与謝野寛","","","","","木の根道","短歌","",""
"少年の義經のこともいめのごとき僧正谷にわれの汗垂る","斎藤茂吉","","","","","僧正ヶ谷","短歌","",""
"日数ふる雪げにまさる炭竃の煙もさびし大原の里","式子内親王","","","","歌枕","炭窯の里","短歌","",""
"よそにてもさびしとはしれ大原や煙をたえぬ炭がまのさと	","土御門院","","","","歌枕","炭窯の里","短歌","",""
"炭がまの煙の里の名にたててよそにもしるきをのの山下	","藤原伊定","","","","歌枕","炭窯の里","短歌","",""
"すみがまのけぶりは空にかよへどもおほはら山の月ぞさやけき	","赤染衛門","","","","歌枕","炭窯の里","短歌","",""
"みやこにも初雪ふればをの山のまきの炭釜たきまさるらん	","相模","","","","歌枕","炭窯の里","短歌","",""
"炭竃のたなびく煙ひとすじに心細さは大原の里	","寂然法師","","","","歌枕","炭窯の里","短歌","",""
"小野山も大原山も炭がまの煙はおなじあわれなるらん	","慈鎮","","","","歌枕","炭窯の里","短歌","",""
"千早振神のめぐみ深くして八十ぢに満つる幸を得にけり","新村出","","","","","御靈神社 (上御霊神社)","短歌","",""
"瀬をはやみ岩にせかかる滝川のわれても末にあはむとぞ思う","崇徳天皇","","","","","白峰神宮","短歌","",""
"かにかくに祇園はこひし寐るときも枕のしたを水のながるる","吉井勇","","","","ゆかりの地","","短歌","",""
"いくそたび生れ生れて日の本の学びの道を護り立てなむ","橋田邦彦","","35.322387","136.030746","ゆかりの地","橋田邦彦辞世歌碑","短歌","",""
"浮き世をば今こそ渡れ武士の名を高松の苔に残して","清水宗治","","34.692652","133.822163","ゆかりの地","清水宗治辞世の句石碑","短歌","",""
"君がため名を高松にとめおきて心は皈故郷の方","末近信賀","","34.499769","133.009484","ゆかりの地","末近信賀 辞世之句碑","短歌","",""
"面白きこともなき世をおもしろく住みなすものは心なりけり","高杉晋作","","33.96064","130.941846","ゆかりの地","高杉晋作句碑","短歌","",""
"流れての末の世遠く埋もれぬ名をや岩屋の苔の下水","高橋紹運公","","33.530317","130.521893","ゆかりの地","高橋紹運公辞世の句碑","短歌","",""
"戦友等眠るバタンの山を眺めつゝマニラの土となるもまたよし","本間雅晴","","14.5939674","120.4943449","ゆかりの地","Samat山","短歌","",""
"かくありて許さるべきや密林の木陰に消えし友等を思へば","本間雅晴","","14.5687853","120.8559059","ゆかりの地","Manila","短歌","",""
"待てしばし勲残してゆきし友後な慕いて我もゆきなむ","山下奉文","","14.1714685","121.2223253","句碑","General Yamashita Memorial Monument","短歌","",""
"百敷や古き軒端のしのぶにもなほあまりある昔なりけり","順徳上皇","","38.016724","138.345257","ゆかりの地","黒木御所跡","短歌","",""
"風さそう花よりもなほ我はまた春の名残をいかにとやせん","伊藤七十郎","","38.056563","140.75801","ゆかりの地","伊藤七十郎辞世の句碑","短歌","",""
"蝦夷見てもくもりも波の月きよく吹く口びわの声の涼しさ","菅原真澄","","42.526417","140.778351","句碑","菅江真澄歌碑。北海道虻田郡洞爺湖町入江８７ 歴史公園","短歌","",""
"","紫式部","","","","ゆかりの地","石山寺","","",""
"","行尊","","","","ゆかりの地","大峰山脈","","",""
"","柿本人麻呂","","","","ゆかりの地","阿騎野人麻呂公園","","",""
"","菅原道真","","","","ゆかりの地","北野天満宮","","",""
"春の山のうしろから烟が出だした","尾崎放哉","","35.50412","134.241213","ゆかりの地","尾崎放哉句碑","俳句","春の山","春"
"消ゆるともよし正風の美濃の雪","偕楽庵理圭坊","","33.96928","132.110232","ゆかりの地","偕楽庵理圭坊句碑 誓光寺","俳句","雪","冬"
